year(dateGMT),dayofyear(dateGMT),avg(Carbon monoxide),avg(Sulfur dioxide),avg(Ozone),avg(Nitrogen dioxide (NO2)),features
2018,83,0.22038731727209987,0.41244049187527454,0.036535891837630986,6.36933493318276,"[-0.17479926887243538,-0.19734183128630503,0.6058493119062917,-0.27580237678860026]"
2018,357,0.346714088807409,0.43750048945469866,0.017948897922184168,11.457852844073868,"[0.33678375001261984,-0.17583403034527378,-0.6160248006736777,0.1893180050793445]"
2014,50,0.3758017268001539,1.2905398356252074,0.023176042152963337,16.800527859848057,"[0.45457938015270294,0.5562889634481024,-0.2724021445645084,0.6776698369977359]"
2016,14,0.38076543825384024,1.081484249357058,0.019997408348495314,15.725883026956932,"[0.4746808238885735,0.37686652253143943,-0.4813595680574666,0.5794409963412233]"
2014,293,0.2764122841875855,0.9481703699720689,0.023176591936857956,10.402524537628654,"[0.052083927454231106,0.2624495769031915,-0.2723660028026182,0.09285480823390192]"
2017,360,0.36039877267840775,0.5858344509740656,0.022619439229717268,12.269083628396226,"[0.3922023426207305,-0.04852606445095115,-0.30899217660489703,0.2634692567393727]"
2014,87,0.22678623392482822,0.7342975989080225,0.03121814427276891,8.98595857054985,"[-0.14888570313327107,0.07889277598278352,0.2562705625776947,-0.036627629498825906]"
2017,131,0.1953892960992545,0.34466674026456656,0.03482378174361872,6.519813315901374,"[-0.2760332589628278,-0.2555088105148601,0.4932984060805846,-0.26204777003303603]"
2016,33,0.3130908683141739,0.7168119788048913,0.02318749474570413,11.56904947489616,"[0.20062046145933582,0.06388570204685375,-0.27164927260169647,0.19948202931905398]"
2017,171,0.18782535149895194,0.5016047170128943,0.03137330009256782,6.685863918690007,"[-0.30666481525349526,-0.12081642863040859,0.26647021511380803,-0.24686977102999696]"
2018,213,0.20850723642122299,0.40055872073589804,0.03131742152460369,6.647420956660087,"[-0.22290979645440076,-0.20753938887515425,0.26279686287869114,-0.2503836832324521]"
2014,199,0.19922356926850543,0.6044636351411447,0.02773472229657934,7.250030309112411,"[-0.2605056790261626,-0.03253752400957756,0.02727693642919889,-0.1953016540368948]"
2017,215,0.23803397538138504,0.6350785258408072,0.032406909815669,8.167535343221765,"[-0.1033359478434701,-0.006262223187505356,0.3344177793575726,-0.11143631263418148]"
2016,328,0.3239414719944851,0.6383656864974802,0.021234072936926206,12.15301574918852,"[0.24456193578053595,-0.0034410099435359513,-0.40006355787841846,0.2528599718267375]"
2018,273,0.21607607085896563,0.4020920841837106,0.023061730877341573,5.873573423169427,"[-0.1922584378861239,-0.2062233761460515,-0.27991675338687155,-0.3211178865088853]"
2015,59,0.2579518131402084,1.4589963176919696,0.030329517189971157,9.86234426805079,"[-0.022675075674552854,0.7008671291895526,0.19785388513392144,0.043479163367676786]"
2018,71,0.25465843805380156,0.4904757331264361,0.028330375404133395,10.215819397759358,"[-0.036012191382872094,-0.13036790481660016,0.06643405433158642,0.07578886340017181]"
2014,93,0.2798422393360799,0.8057164467309396,0.028117200959713044,11.50786559323331,"[0.06597414872863956,0.1401881674745333,0.05242036625024597,0.19388946368372859]"
2015,273,0.22757422553647974,0.557230202794576,0.023752730514448445,8.178021441266404,"[-0.14569458914654096,-0.07307572667507876,-0.23449173349264502,-0.11047782177058674]"
2016,60,0.2985699865683055,0.6908325541735152,0.030532352814360834,10.695161428368623,"[0.14181553491731722,0.04158880070984241,0.21118791858108213,0.11960353640056495]"
2016,366,0.27172372831838043,0.6695900516552693,0.023457759740259747,9.839602411276323,"[0.033096775826527564,0.023357373743268593,-0.25388255885087113,0.04140042427457327]"
2015,100,0.26122007298196215,0.48435136519815586,0.029933419222494626,9.443058281991965,"[-0.009439668673924668,-0.13562415777008166,0.17181514779388818,0.005153965075624976]"
2017,242,0.233739352073874,0.6179739441122707,0.02909503933876329,8.03066030241558,"[-0.1207277985963133,-0.020942270056265522,0.11670162695780537,-0.12394749415359849]"
2016,358,0.3581211429703277,0.6972329868813244,0.017962226448639488,13.962642456678497,"[0.3829786708067461,0.04708198689949525,-0.6151486083475448,0.4182704665848804]"
2015,314,0.35015261672911524,0.7935566587970349,0.020314171613668833,13.01191359725614,"[0.35070868827652024,0.12975200132812037,-0.46053614522252545,0.3313682726865468]"
2014,265,0.2085634417406683,0.6045214302978605,0.025451988216235125,6.478976692016291,"[-0.2226821828880144,-0.03248792118251976,-0.12278571982199028,-0.26578047696818785]"
2017,256,0.2624038918881007,0.556766329250883,0.027029344245552693,8.938076351066513,"[-0.0046455807505560946,-0.07347384721790563,-0.019093293423585487,-0.04100434519498306]"
2014,88,0.2656811820206584,0.6116091197528241,0.027039737436476575,10.081852769853898,"[0.008626396039474009,-0.02640489529849632,-0.01841006454888087,0.06354352787809707]"
2018,99,0.2382423148562335,0.40720723578876866,0.033356173658827544,7.743140187342617,"[-0.10249223960806952,-0.20183328543849632,0.39682060367870553,-0.15022851901374928]"
2014,342,0.32823226665454924,1.1291893039164083,0.01685014183977285,12.507197103899049,"[0.2619382817358187,0.41780949605295237,-0.6882549643701561,0.28523422496651246]"
2017,102,0.2511525551599271,0.4140879570467672,0.03441439388057595,10.011719996838277,"[-0.050209895740451184,-0.19592789048868742,0.4663860159365986,0.057132981086728735]"
2018,254,0.21354733597658934,0.4882927625726832,0.023799940634112764,7.793960465397252,"[-0.20249900533959056,-0.13224144434833576,-0.23138822878757834,-0.14558324753208376]"
2018,242,0.2331866842179796,0.4581190974886626,0.030030467898996507,6.751786354225485,"[-0.12296592664093095,-0.1581380622642651,0.17819494573309388,-0.24084407377848494]"
2016,294,0.2837464031412717,0.49124655513009163,0.02200650770050757,10.942543211454197,"[0.08178476338622649,-0.1297063450473685,-0.34928514553426143,0.14221568230058507]"
2015,333,0.331572547919449,0.709703029539986,0.017661706310161698,9.720602649162432,"[0.2754653524640134,0.05778442988172736,-0.6349042385040597,0.030523148068442245]"
2016,216,0.20431219833291037,0.48734365655283673,0.027605574081365544,6.396176365930133,"[-0.2398983589219923,-0.13305601678722354,0.018786975030733993,-0.27334891240703246]"
2017,291,0.36980737988062257,0.7424699801758924,0.024605143323971995,14.862782086046456,"[0.4303041924306687,0.08590674112649434,-0.1784557144394076,0.5005485081438963]"
2018,102,0.22824241027650802,0.5354268866267533,0.03922573943080942,8.517259859575033,"[-0.14298865466945312,-0.09178847325478834,0.7826748467852197,-0.07946944066019086]"
2017,206,0.18391640250232258,0.48523469114155604,0.02905499890206412,5.2193129022017715,"[-0.3224948084058526,-0.1348660412340969,0.11406944376122856,-0.3809211354474952]"
2018,119,0.1927432867026317,0.374841043735736,0.04142467575244257,4.2897440924461225,"[-0.28674875068853994,-0.2296116447016823,0.9272287955753178,-0.46588917669987684]"
2015,159,0.22974264572425948,0.6580418232645172,0.03667929993812258,6.690423628280831,"[-0.1369131809589218,0.013446079990638895,0.6152766914127389,-0.24645298683011202]"
2015,2,0.39114899465475494,0.9996812702803003,0.017125625762342313,14.457005660330964,"[0.5167309061140852,0.3066589263499126,-0.67014516808191,0.4634581629025355]"
2015,126,0.23689305799002844,0.6124167905178346,0.03725051672520675,7.867022824443815,"[-0.1079562983540943,-0.025711709994520073,0.6528274114476349,-0.13890491939508812]"
2017,105,0.22588664925921792,0.4268278242877785,0.038684755216076734,7.027492152692381,"[-0.15252873329530597,-0.18499386993396028,0.7471115593432988,-0.21564294674861612]"
2014,122,0.2344285154924233,0.8293364961823576,0.03502899966235414,10.49103586058102,"[-0.11793690718128137,0.16046012960095932,0.5067890470890785,0.10094526228204968]"
2015,67,0.36473009205973506,1.0859473108413333,0.029752411302465642,14.534224768628587,"[0.4097428007352279,0.3806969553831246,0.15991602668471533,0.47051644230094736]"
2018,147,0.18484896759520672,0.3900063774389861,0.03387630834744967,4.854840184453228,"[-0.31871821806220446,-0.216595961940339,0.4310132823858335,-0.41423607952911345]"
2014,317,0.24403057950467208,0.8530430495831445,0.021445230803711936,9.89811961488592,"[-0.07905161916819563,0.18080633394220363,-0.3861824358278714,0.046749239895421436]"
2017,359,0.3769821065434251,0.49299977222945107,0.021885662253100832,11.0059828912948,"[0.45935954056648104,-0.1282016424128241,-0.3572292985522879,0.14801444111990378]"
2015,83,0.2538089706657606,0.7896552974500315,0.03156607462659948,8.500275839424033,"[-0.03945226260084779,0.1264036489196877,0.27914285135447514,-0.08102187971545648]"
2015,200,0.2165459724416109,0.4835246600766689,0.03036953000677549,5.397006491719619,"[-0.1903554867752318,-0.13633367935457183,0.20048425265042374,-0.3646788991697902]"
2017,138,0.19946815258725126,0.47808371708806474,0.03689552684140019,6.427618417274683,"[-0.25951519481563295,-0.14100338127132225,0.6294910424132351,-0.2704749245024625]"
2016,131,0.22207103932701763,0.36024054200766364,0.033415908991650665,6.924206731007359,"[-0.16798073309138423,-0.24214255911263968,0.40074749240073076,-0.2250838400729193]"
2014,69,0.28263253978438907,1.3763543337955058,0.0291653059937972,13.63261803625511,"[0.0772739730619429,0.629939455179063,0.12132082504621534,0.38810429892247916]"
2019,10,0.3255399282681891,0.5950819661417488,0.01819435617901092,12.7319854906902,"[0.2510351724200768,-0.04058936314859341,-0.5998888353260825,0.30578120193204494]"
2018,24,0.3213291477882136,0.5458047220213106,0.020430959440152188,13.305883005612554,"[0.23398285830148124,-0.0828816720008173,-0.4528587325922937,0.3582388007787403]"
2017,269,0.2648568823178109,0.6503151268495047,0.024159180079723213,10.29721952625883,"[0.00528824589660506,0.006814624903735063,-0.2077725015319623,0.0832293125672544]"
2017,40,0.2501794177247846,0.5631815484032878,0.02326823373486418,8.402751968965012,"[-0.054150791093113104,-0.06796797052794527,-0.26634164291293044,-0.08993613346546368]"
2016,141,0.22066292838353957,0.40309109209831334,0.03404843803397513,7.384389266518046,"[-0.1736831320257878,-0.20536597529045716,0.44232876507920105,-0.183020457297441]"
2014,318,0.2646226568680508,0.8810325192118669,0.01941691606028243,11.667340726905946,"[0.00433970774248555,0.2048283610518102,-0.5195200421366115,0.20846642624359277]"
2015,117,0.22770092677315687,0.6369010739206867,0.03199220789067292,7.057603505495727,"[-0.14518148966360486,-0.004698017078415637,0.3071560527494476,-0.2128905924954304]"
2017,77,0.26963550087318655,0.486467126251111,0.03187548781708111,10.860152861264584,"[0.024640122596595898,-0.13380830094800805,0.2994830940672082,0.13468472106324603]"
2018,202,0.17013603757353757,0.4385250015684798,0.03360902684272251,4.355555485704228,"[-0.37830087869424833,-0.17495474045168768,0.41344269765958985,-0.45987362936379383]"
2018,232,0.2399656997710117,0.3789229996532323,0.02947397456531096,5.284710178187726,"[-0.0955130819308169,-0.22610829658501452,0.1416121179048345,-0.37494344085893794]"
2015,53,0.2908722223227659,1.0258102003196399,0.027315052700922278,9.940598269661567,"[0.11064205186588105,0.32908414104944095,-3.113555293042513E-4,0.0506320380846934]"
2016,66,0.2604350166456899,0.7077916029432046,0.029621982210049788,8.144032143723935,"[-0.01261889573422152,0.05614394357973664,0.15134186282179024,-0.1135846429175733]"
2015,24,0.34624595121062507,0.8532216320468828,0.016595438076416343,13.924215458454588,"[0.3348879424802523,0.18095960275515827,-0.7049987119733322,0.41475801356792463]"
2014,177,0.18609972523711477,0.6103740908214594,0.027911009057279047,6.28379907196739,"[-0.3136530496694381,-0.02746486173815849,0.03886569738050802,-0.2836208561825205]"
2018,94,0.23900410182422954,0.2908389975240812,0.03197208881888517,8.716999350688454,"[-0.09940724604654425,-0.3017065953429783,0.3058334627115739,-0.061212079674600045]"
2016,343,0.3475810664716684,0.6247345722763421,0.015723256906072108,12.883945611995046,"[0.3402947322485885,-0.015139945282357107,-0.7623342659833687,0.3196712482849784]"
2017,3,0.3183518086674975,0.5857018627819476,0.018079346188141467,11.19872454146475,"[0.2219255871695678,-0.04863985857380244,-0.6074493763781057,0.16563215840002363]"
2015,345,0.3569870708052985,0.8554388704592508,0.019861882705157163,13.774014745670996,"[0.3783860412732906,0.18286255275588664,-0.4902687696173818,0.4010287874729913]"
2018,82,0.235891032327306,0.5250498391609663,0.03300152331777046,9.286841085751274,"[-0.11201418178850606,-0.10069459826706814,0.37350655554770684,-0.00912520289473707]"
2017,300,0.31749330534268366,0.6566622983178783,0.02372561357708325,13.253476202145285,"[0.21844892329782176,0.012262099511332752,-0.23627435008625403,0.3534485115691842]"
2014,139,0.20720098947901514,0.8026697555105532,0.03774739934840868,6.461254472549255,"[-0.22819967876503422,0.13757333768098776,0.6854915429926881,-0.2674003917705731]"
2014,289,0.2609703914779869,0.7569582449352791,0.02171353826820981,10.93025442216798,"[-0.010450798903970309,0.09834132789922809,-0.3685444064309032,0.14109241488449398]"
2015,148,0.23698132683671783,0.5789530568389034,0.03329617606486234,7.978106220705703,"[-0.10759883775794317,-0.0544320368991436,0.3928764744011766,-0.12875124545833477]"
2017,115,0.17774862385460774,0.39971467328160903,0.03682750953985242,5.447091619016754,"[-0.3474723391545966,-0.20826379455692245,0.625019712603432,-0.36010082477911404]"
2019,121,0.17051619047619052,0.1336190476190476,0.03580571428571429,7.273190476190476,"[-0.376761381031057,-0.43664098134199214,0.5578488093864854,-0.19318467892859875]"
2019,39,0.26321723653950213,0.4718456939346884,0.022620442634810844,11.823844879921017,"[-0.0013517950620517863,-0.1463571790848752,-0.3089262146363373,0.22277182374617155]"
2018,77,0.2443465566780783,0.4899560023558879,0.03148247363682149,7.570875347718628,"[-0.07777201268173728,-0.13081396495369524,0.27364707911392483,-0.1659745357108387]"
2016,32,0.2786136076882176,0.8299476345380373,0.02744047415569155,10.274514629054272,"[0.060998583534721554,0.16098464050961883,0.0079336156285834,0.08115395179561324]"
2014,56,0.2729159253508009,1.0131223941846474,0.02667625962331526,11.516953763024006,"[0.03792479248157989,0.3181948020594855,-0.042304414136518934,0.1947201757058837]"
2014,195,0.20202087450096534,0.6006928819208677,0.03019014031739679,6.897019428641691,"[-0.24917748755754102,-0.03577378169086555,0.18869151098855483,-0.22756891896616904]"
2016,335,0.36401328972520375,0.5851000178911004,0.015948644688114067,12.982557031317535,"[0.40683998055082315,-0.04915639334475329,-0.7475176959978361,0.32868491037972064]"
2018,113,0.23750074343749497,0.4864603884755669,0.03697193027859504,9.38334846096078,"[-0.1054953666610798,-0.13381408365946795,0.6345136610488895,-3.0386277241093785E-4]"
2017,341,0.2980097287054273,0.7025669595549862,0.021653424897209353,12.27005224235411,"[0.1395466697720917,0.051659881295790466,-0.372496146673543,0.26355779373616883]"
2018,79,0.2673604691267812,0.40532934004519683,0.029611984231096244,10.753813102047786,"[0.015426971696431497,-0.20344499380808992,0.15068461444063577,0.12496464337445574]"
2015,300,0.314005645912084,0.7122687379775576,0.018613183939234702,12.981976108718786,"[0.20432501813769982,0.05998645508835883,-0.5723558840497605,0.3286318106470092]"
2018,321,0.4883083987728317,0.7794616440640468,0.017480883997295613,15.825968329915698,"[0.9101954161914753,0.11765492230098921,-0.6467911581465248,0.5885893800448384]"
2014,301,0.32154708627177486,1.1118388573232325,0.023230436893136704,13.257510599898234,"[0.2348654394519094,0.4029184350948933,-0.26882633638483744,0.3538172791860659]"
2019,64,0.2378078801508337,0.585134932533733,0.0313519401013779,12.410171620585794,"[-0.10425156121025858,-0.04912642777188005,0.2650660493622816,0.2763655267247331]"
2016,140,0.23403222793929057,0.39201441427066636,0.03151668685937035,7.5005355524256725,"[-0.11954174501822037,-0.21487255968057586,0.2758961921835561,-0.1724040055525678]"
2014,124,0.2164092051020736,0.8346438986517194,0.03865595712464749,6.599753954986494,"[-0.19090935075509147,0.1650152200578992,0.7452184268352035,-0.2547407267585185]"
2018,337,0.3036077881202098,0.5003052292425861,0.016985493447993452,10.840350731612173,"[0.1622170198531262,-0.12193171701782811,-0.6793572035523955,0.13287469027097643]"
2018,201,0.18391485175452563,0.4777296194144022,0.03418644564976087,6.123058855395813,"[-0.3225010884384209,-0.1413072864195442,0.4514011268518782,-0.29831345473922194]"
2017,91,0.2362488369821336,0.37293145901979147,0.03308975375660847,6.708308400460298,"[-0.1105651873808823,-0.23125055020518054,0.3793066590850594,-0.24481821375641788]"
2017,345,0.39087502274295755,0.8871675461083071,0.016864445242287928,16.288282880043422,"[0.5156214075016882,0.21009376208939246,-0.687314685520629,0.6308476414608539]"
2017,193,0.20153429172074613,0.4927072356386749,0.0313334362054547,6.487751102256437,"[-0.25114799218309813,-0.12845271261913363,0.2638496379558281,-0.264978444409193]"
2015,201,0.19660341601165573,0.5313295388796033,0.02904480864844378,6.095219985209951,"[-0.2711164616559239,-0.09530503144489133,0.11339955560416781,-0.30085809075276654]"
2016,357,0.3861639367269839,0.9171487626725507,0.016545659454626847,15.90196183004535,"[0.49654301598587774,0.23582521061766964,-0.7082710651898437,0.595535631668348]"
2017,67,0.2764569211421113,0.4683948565289732,0.031393710647912715,10.544758729697502,"[0.05226469284285461,-0.1493188682776517,0.26781196673393315,0.10585584761083827]"
2015,87,0.2568996118310235,0.7081422150588359,0.03161362296206821,8.67191382732109,"[-0.026936154428371484,0.05644485723970852,0.2822685897320633,-0.06533316094277468]"
2015,140,0.2042394507463634,0.6225013760450708,0.03125676244881303,6.047408940006296,"[-0.24019296337906806,-0.017056591118104526,0.2588092490268331,-0.3052283007023146]"
2017,8,0.3640927665063221,0.8674398802925339,0.022456368038850184,11.973874871123428,"[0.40716183609356876,0.1931624472298407,-0.3197121707865536,0.23648544488728085]"
2017,282,0.23463708427136581,0.44849960645415204,0.02149749823393245,6.407783513503743,"[-0.11709227033764323,-0.16639401271551976,-0.38274647301387105,-0.27228795104139003]"
2017,319,0.34645567082041623,0.7230170839581597,0.018441578151303557,14.930433626466735,"[0.33573723982073217,0.06921124791060275,-0.5836369266323213,0.5067322557233019]"
2017,90,0.20880736179164558,0.38938735306852446,0.034826198613711515,6.2183671203058,"[-0.22169438469979996,-0.21712724103944264,0.49345728658666793,-0.2896017203312082]"
2017,79,0.2383207329967245,0.5248897735770938,0.03210881848247745,9.047599008975904,"[-0.10217467122125681,-0.10083197492500791,0.31482181430436884,-0.03099333189757927]"
2018,116,0.21945606786223906,0.4422982157122953,0.037647346353579164,7.645190384401489,"[-0.17857053112066243,-0.1717163706770753,0.6789142468024375,-0.15918170549076993]"
2017,321,0.25186422633707806,0.535519129500493,0.021307187789476798,9.593603472983396,"[-0.04732785510222755,-0.09170930559484212,-0.39525712462820767,0.018914678499163874]"
2014,121,0.2351185157606981,0.7291439507783767,0.035287911643403634,9.35120953216451,"[-0.11514262679252901,0.07446964554387439,0.5238094350291777,-0.0032415493633440417]"
2019,68,0.22755118341803124,0.7218079474872955,0.03143077710333147,9.685031702898552,"[-0.1457879023561966,0.06817350373511089,0.2702486459800395,0.027271754951745424]"
2014,361,0.369360760225663,0.9335700021090965,0.01753419740061617,12.230917502914071,"[0.42849552568013943,0.24991877738226603,-0.643286435023073,0.2599806490210654]"
2014,303,0.3469789473945806,0.9124895295473434,0.018168297070894474,14.427872689140333,"[0.33785634257519465,0.23182641300098125,-0.601601912209265,0.46079523846708603]"
2016,82,0.24042921179126492,0.6744772675963413,0.03302091963742782,8.846389627573691,"[-0.09363600650390018,0.027551838139494876,0.37478163321634256,-0.04938504947666143]"
2016,147,0.22662569050973713,0.4100735620508519,0.03645833923380507,7.685014990844822,"[-0.14953585261430535,-0.19937325428799244,0.6007511492120378,-0.1555415028854066]"
2018,87,0.28001447881993585,0.48605247897162734,0.025317679604962923,12.20912565176726,"[0.0666716635471641,-0.13416417293560937,-0.1316149159769257,0.2579887460142351]"
2015,349,0.2653848513765172,0.7215904272084621,0.019803324469495277,9.373044888233082,"[0.007426351712563195,0.06798681645220281,-0.49411827818014903,-0.0012456697515028205]"
