lat,lon
38.612,-90.16
38.612,-90.16
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.1,-117.492
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
43.608,-72.983
43.608,-72.983
43.608,-72.983
43.608,-72.983
43.608,-72.983
43.608,-72.983
43.608,-72.983
43.608,-72.983
43.608,-72.983
43.608,-72.983
45.138,-93.208
45.138,-93.208
45.138,-93.208
45.138,-93.208
45.138,-93.208
45.138,-93.208
45.138,-93.208
45.138,-93.208
45.138,-93.208
45.138,-93.208
45.138,-93.208
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
40.715,-124.201
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
38.229,-85.655
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.301,-72.903
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
40.868,-73.878
40.868,-73.878
40.868,-73.878
40.868,-73.878
40.868,-73.878
40.868,-73.878
40.868,-73.878
40.868,-73.878
40.868,-73.878
28.596,-81.363
28.596,-81.363
28.596,-81.363
28.596,-81.363
28.596,-81.363
28.596,-81.363
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
41.841,-71.361
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.103,-122.238
38.103,-122.238
38.103,-122.238
38.103,-122.238
38.103,-122.238
38.103,-122.238
33.504,-112.096
33.504,-112.096
33.504,-112.096
33.504,-112.096
33.504,-112.096
33.504,-112.096
33.504,-112.096
33.504,-112.096
33.504,-112.096
36.142,-115.079
36.142,-115.079
36.142,-115.079
36.142,-115.079
36.142,-115.079
36.142,-115.079
36.142,-115.079
36.142,-115.079
36.142,-115.079
36.142,-115.079
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
40.736,-111.872
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
21.324,-158.089
32.295,-110.982
32.295,-110.982
32.295,-110.982
32.295,-110.982
32.295,-110.982
32.295,-110.982
32.295,-110.982
32.295,-110.982
32.295,-110.982
32.295,-110.982
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
34.0,-117.416
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
34.596,-120.631
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
40.31,-78.915
32.79,-116.944
32.79,-116.944
32.79,-116.944
32.79,-116.944
32.79,-116.944
32.79,-116.944
32.79,-116.944
32.79,-116.944
32.79,-116.944
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
43.548,-96.701
34.511,-117.326
34.511,-117.326
34.511,-117.326
34.511,-117.326
34.511,-117.326
34.511,-117.326
34.511,-117.326
34.511,-117.326
34.511,-117.326
34.511,-117.326
34.511,-117.326
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
33.955,-118.43
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
34.067,-118.227
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
42.863,-71.38
42.863,-71.38
42.863,-71.38
42.863,-71.38
42.863,-71.38
42.863,-71.38
42.863,-71.38
42.863,-71.38
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.935,-75.125
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
39.751,-104.988
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
35.633,-83.942
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
64.846,-147.727
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
29.734,-95.258
42.33,-71.083
42.33,-71.083
42.33,-71.083
42.33,-71.083
42.33,-71.083
42.33,-71.083
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
32.82,-96.86
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
43.66,-70.269
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
36.205,-95.977
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
41.492,-81.678
33.504,-112.096
33.504,-112.096
33.504,-112.096
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
37.815,-122.282
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
36.785,-119.773
42.33,-71.083
42.33,-71.083
42.33,-71.083
42.33,-71.083
42.33,-71.083
42.33,-71.083
42.33,-71.083
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
40.736,-73.822
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.129,-84.504
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
39.117,-94.636
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
38.656,-90.198
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
39.811,-86.114
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
37.96,-122.357
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
47.568,-122.309
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
34.756,-92.281
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
38.006,-121.642
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
39.055,-76.878
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.49,-120.047
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
34.638,-120.458
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
40.777,-124.179
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
39.525,-119.808
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.458,-112.047
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
33.688,-84.291
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
39.779,-105.005
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
35.856,-78.574
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
30.462,-91.179
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
39.311,-76.474
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
37.936,-122.026
46.825,-100.768
46.825,-100.768
46.825,-100.768
46.825,-100.768
46.825,-100.768
46.825,-100.768
46.825,-100.768
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
37.348,-121.895
