year(dateGMT),dayofyear(dateGMT),avg(Benzene),avg(Nitric oxide (NO)),"avg(1,3,5-Trimethylbenzene)",avg(cis-2-Butene),"avg(2,3-Dimethylbutane)",avg(n-Propylbenzene),"avg(1,3-Butadiene)",avg(cis-2-Pentene),avg(2-Methylhexane),avg(trans-2-Butene),avg(n-Nonane),avg(p-Diethylbenzene),avg(Sum of PAMS target compounds),avg(Acetylene),avg(Methylcyclopentane),avg(trans-2-Pentene),avg(Methylcyclohexane),avg(m-Diethylbenzene),avg(Total NMOC (non-methane organic compound)),avg(n-Decane),avg(Isobutane),avg(m/p Xylene),avg(o-Ethyltoluene),avg(Propane),avg(Propylene),avg(2-Methylheptane),avg(3-Methylpentane),"avg(2,3-Dimethylpentane)",avg(Ethane),avg(Ethylene),avg(m-Ethyltoluene),avg(Reactive oxides of nitrogen (NOy)),avg(n-Butane),avg(Cyclohexane),avg(Oxides of nitrogen (NOx)),avg(Isoprene),avg(n-Hexane),avg(Isopentane),avg(3-Methylheptane),avg(1-Butene),"avg(2,2,4-Trimethylpentane)",avg(o-Xylene),avg(Ethylbenzene),"avg(2,3,4-Trimethylpentane)",avg(p-Ethyltoluene),avg(Isopropylbenzene),avg(1-Pentene),avg(n-Undecane),avg(n-Pentane),avg(Styrene),avg(n-Heptane),"avg(1,2,4-Trimethylbenzene)","avg(1,2,3-Trimethylbenzene)",avg(3-Methylhexane),avg(Toluene),"avg(2,4-Dimethylpentane)",avg(Cyclopentane),avg(n-Octane),"avg(2,2-Dimethylbutane)",avg(2-Methylpentane),features
2017,209,0.13666666666666663,-0.3702127659574468,0.0,0.0,0.005,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,9.916666666666668,0.17916666666666672,0.07416666666666667,0.006666666666666667,0.014166666666666668,0.0,11.595833333333337,0.0,0.2775,0.17875,0.0,1.9741666666666664,0.08958333333333333,0.0,0.022083333333333333,0.0,1.27125,0.2654166666666667,0.49291666666666667,2.5130434782608697,0.4445833333333334,0.00875,-0.37499999999999994,1.7025,0.15625,0.5612499999999999,0.0,0.054583333333333345,0.12375000000000001,0.029583333333333333,0.022083333333333333,0.020833333333333332,0.0,0.0,0.002916666666666667,0.0,0.3595833333333334,0.0,0.0033333333333333335,0.033749999999999995,0.8275000000000001,0.028749999999999998,0.4412499999999999,0.004583333333333333,0.04416666666666667,0.0062499999999999995,0.0,0.053333333333333344,"[-0.03984616897316549,-0.0952006879467667,-0.07094774642731984,-0.04471044023854104,-0.02242907796270719,-0.05006889131566482,-0.32560890955476723,-0.07257342313332371,-0.050705924946911576,-0.06587880679893911,-0.039224721758297706,-0.12017308553901587,-0.07336199803598425,-0.04383961450930608,-0.060671520701553364,-0.0043144417248365844,-0.025866882593968184,-0.049334453746991046,-0.0742673939423737,-0.0356179753923218,-0.043725513157713516,-0.06056425890242111,-0.04208964137031174,-0.15057350067098638,-0.07076735515808331,-0.03196990135629649,-0.02865562513272084,-0.034943210791912066,-0.10865596282069959,-0.07150258022639056,-0.06315603754145109,-0.030515545855176157,-0.06104529351161363,-0.049130626273660306,-0.04195302158035461,-0.03931561000844674,-0.10563035241860665,-0.05199054704635546,-0.03847309149549346,-0.05187352929640334,-0.03747849285789656,-0.06935321187196741,-0.05578231834155236,-0.04935531797332055,-0.01730236971930573,-0.023699954103320486,-0.02798391022436545,-0.04285443219582384,-0.05701296332580117,-0.026631949284667694,-0.041725402675095995,-0.04632839911863228,-0.03525991684782657,-0.03797600194390123,-0.06096463989569258,-0.027478710067434308,-0.004023830893490182,-0.0242562513520735,-0.02505390349326792,-0.02148618574460651]"
2017,254,0.08666666666666667,-0.34255319148936175,0.0,0.00375,0.006666666666666667,0.0,0.004166666666666667,0.0,0.013749999999999998,0.00375,0.0,0.00375,8.854166666666668,0.21250000000000005,0.03333333333333333,0.004583333333333333,0.007916666666666667,0.0062499999999999995,10.333333333333334,0.0,0.2116666666666667,0.16749999999999998,0.0,2.129166666666667,0.09291666666666669,0.0,0.01,0.004583333333333333,1.54125,0.36000000000000004,0.3116666666666667,1.9000000000000001,0.3345833333333333,0.025416666666666667,-0.5869565217391304,1.2516666666666667,0.06708333333333333,0.4858333333333333,0.012916666666666667,0.02625,0.04083333333333333,0.0275,0.01875,0.012499999999999999,0.009166666666666667,0.0,0.004583333333333333,0.0,0.43416666666666665,0.0,0.01916666666666667,0.034999999999999996,0.3670833333333334,0.01958333333333333,0.40458333333333335,0.0,0.017916666666666664,0.013333333333333334,0.0,0.020416666666666666,"[-0.06406816800523348,-0.06667316960986652,-0.07094774642731984,-6.656953468274035E-4,-0.02000293178045523,-0.05006889131566482,-0.30952821075742565,-0.07257342313332371,-0.036311339417981855,0.016668872531956997,-0.039224721758297706,-0.09420133053155885,-0.08728612565720592,-0.012049668325091589,-0.1115282537588303,-0.025764502867790605,-0.034830401557095325,-0.02251097589047287,-0.0876867912672554,-0.0356179753923218,-0.06667881916989947,-0.065925552788143,-0.04208964137031174,-0.12637915009963857,-0.06753311558603813,-0.03196990135629649,-0.04094906943264772,-0.026302146112481356,-0.0761743700437544,-0.03879194943727934,-0.11346857848254456,-0.06345591015697198,-0.08705102604809824,-0.018717563147902908,-0.04994134953740535,-0.0708283155052917,-0.18239371858724648,-0.0658842510963895,0.02025008927359694,-0.22922190458688413,-0.06896568738592015,-0.07204793998485733,-0.060107312611540654,-0.059343670782044104,0.0010013660995075392,-0.023699954103320486,-0.01839427266734424,-0.04285443219582384,-0.032319146990539595,-0.026631949284667694,-0.02286567998875148,-0.045220926577645475,-0.09063078848949396,-0.044987426594643,-0.06909810379992862,-0.0374839772902873,-0.054806241337988934,-0.007468573410899301,-0.02505390349326792,-0.04234560516127302]"
2017,271,0.0062499999999999995,-0.5354166666666668,0.0,0.0,0.005416666666666667,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,8.349999999999998,0.17500000000000002,0.05833333333333333,0.0,0.00375,0.0,10.008333333333333,0.0,0.33541666666666664,0.17875000000000005,0.0,1.402916666666667,0.05333333333333334,0.0,0.012916666666666667,0.012499999999999999,1.595833333333334,0.26958333333333334,0.4170833333333333,2.5041666666666664,0.6308333333333332,0.005416666666666667,-0.34166666666666673,0.8187499999999998,0.21124999999999997,0.5533333333333333,0.0,0.021666666666666667,0.017499999999999998,0.01875,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.39791666666666664,0.0,0.0,0.011666666666666667,0.7337500000000001,0.0,0.3320833333333334,0.0,0.015,0.0,0.0,0.03791666666666666,"[-0.1030252164484762,-0.2655886059621951,-0.07094774642731984,-0.04471044023854104,-0.021822541417144202,-0.05006889131566482,-0.32560890955476723,-0.07257342313332371,-0.050705924946911576,-0.06587880679893911,-0.039224721758297706,-0.12017308553901587,-0.09389326072453073,-0.04781335778233294,-0.08039147841764034,-0.07295463738228945,-0.04080608086584676,-0.049334453746991046,-0.09114128958851209,-0.0356179753923218,-0.023532414830537283,-0.060564258902421085,-0.04208964137031174,-0.2397413894702274,-0.10593971050407441,-0.03196990135629649,-0.03798168632576882,-0.011376670757101033,-0.06960787520767434,-0.0700615832753284,-0.08420634202714998,-0.03099251921533811,-0.017012860012338617,-0.05521323889881179,-0.04069673752557057,-0.10108866764135638,-0.058280986370660606,-0.05344900216762973,-0.03847309149549346,-0.2579106123544619,-0.07782640544405744,-0.08336579805899497,-0.08443540538022486,-0.07432619999512945,-0.01730236971930573,-0.023699954103320486,-0.04476577594915256,-0.03543753748808637,-0.04432116945516395,-0.026631949284667694,-0.045695870609063265,-0.06589374734273236,-0.046534528720564274,-0.059966379257591296,-0.08518018015603174,-0.0374839772902873,-0.06044873138737769,-0.039068908358991905,-0.02505390349326792,-0.03125578724355159]"
2017,228,0.10333333333333332,-0.41063829787234046,0.004166666666666667,0.0,0.0,0.004583333333333333,0.012500000000000002,0.0,0.025416666666666667,0.0,0.011666666666666667,0.005416666666666667,12.779166666666663,0.25416666666666665,0.06499999999999999,0.0,0.0,0.007083333333333334,14.858333333333333,0.0,0.4250000000000001,0.26,0.0,2.832916666666666,0.06666666666666667,0.0,0.03958333333333333,0.0,2.47125,0.38458333333333344,0.5279166666666666,2.869565217391304,0.6029166666666667,0.02291666666666667,-0.058333333333333376,1.4966666666666668,0.21749999999999994,0.7254166666666668,0.0,0.03833333333333333,0.155,0.07041666666666666,0.03291666666666667,0.0,0.0,0.0,0.0,0.00375,0.4895833333333334,0.0,0.0,0.0425,0.7745833333333333,0.018750000000000003,0.5295833333333334,0.009583333333333334,0.016666666666666666,0.0,0.0,0.05000000000000001,"[-0.055994168327877486,-0.1368947532083902,-0.05915590174598055,-0.04471044023854104,-0.029707516509463065,-0.019988792866518168,-0.2773668131627425,-0.07257342313332371,-0.01878749616537175,-0.06587880679893911,-0.021812667337303297,-0.08265832830602239,-0.035848760091751905,0.027687764405176476,-0.07208833832665637,-0.07295463738228945,-0.04618419224372304,-0.018934512176270447,-0.039589545409758696,-0.0356179753923218,0.007701514236677825,-0.021843803061096415,-0.04208964137031174,-0.016528993876503594,-0.0930027522158938,-0.03196990135629649,-0.010851326491447419,-0.034943210791912066,0.03570667174350122,-0.03029006742601252,-0.053440512394205476,-0.011358738247039592,-0.023612799709097947,-0.023279522616766517,-0.030018323059906173,-0.05370311140903953,-0.052900376592484935,-0.021746793478877972,-0.03847309149549346,-0.15358803865417914,-0.025611459744319835,-0.016536540859325086,-0.041726086964090366,-0.07432619999512945,-0.01730236971930573,-0.023699954103320486,-0.04476577594915256,-0.038682428922721515,-0.013971227590596573,-0.026631949284667694,-0.045695870609063265,-0.038576091331724675,-0.04162380888266076,-0.04562482883561951,-0.0413703859445784,-0.01656387309704922,-0.05722445135915554,-0.039068908358991905,-0.02505390349326792,-0.023598532014648687]"
2017,171,0.27095238095238094,-0.38333333333333336,0.010476190476190476,0.008095238095238096,0.004761904761904762,0.002857142857142857,0.18571428571428572,0.01142857142857143,0.015714285714285715,0.004285714285714286,0.0,0.10095238095238097,10.509523809523808,0.04285714285714285,0.02619047619047619,0.004761904761904762,0.0,0.013333333333333334,14.242857142857138,0.002857142857142857,0.28190476190476194,0.15523809523809523,0.0033333333333333335,1.5757142857142858,0.05,0.0,0.0033333333333333335,0.0,2.0752380952380953,0.0319047619047619,0.4561904761904761,2.983333333333333,0.5633333333333334,0.005238095238095238,-0.25,2.0342857142857143,0.17047619047619053,0.5957142857142858,0.0,0.029047619047619048,0.07190476190476189,0.008095238095238095,0.0033333333333333335,0.004285714285714286,0.0,0.0,0.011904761904761904,0.023333333333333334,0.3838095238095238,0.03857142857142857,0.014761904761904763,0.03666666666666667,0.7999999999999998,0.02619047619047619,0.401904761904762,0.0,0.041428571428571426,0.0,0.06904761904761905,0.014761904761904763,"[0.025207199855817198,-0.10873297228606559,-0.041299679799952485,0.05037027889277731,-0.02277567027445747,-0.03131766111359938,0.3911308082696007,0.16508132951429322,-0.03336089642136893,0.02846139815065645,-0.039224721758297706,0.5790030492649068,-0.06559256884229425,-0.17383778729832616,-0.12042447528488456,-0.02392592619839454,-0.04618419224372304,0.007888965680247731,-0.04613158069213859,-0.03260515323148056,-0.042189758505903605,-0.07176907945723669,-0.02583372742446943,-0.21276896254679334,-0.10917395007611959,-0.03196990135629649,-0.04773165939122807,-0.034943210791912066,-0.011934429831678719,-0.15226016649806037,-0.07335072974527859,-0.005245691916800901,-0.03297092315972686,-0.05553909314658776,-0.03724195637491444,-0.016124189300839933,-0.09338305968542573,-0.045641332646221486,-0.03847309149549346,-0.21171061543005093,-0.0571664658901353,-0.09714740755063196,-0.08011041111023655,-0.06918933283635732,-0.01730236971930573,-0.023699954103320486,0.023731635172427497,-0.0168953007187427,-0.04899190726159411,0.032656825901984834,-0.0281123697586368,-0.043744296522996405,-0.03856713633049633,-0.039933737398329124,-0.06969226918254326,-0.0374839772902873,-0.009320862368426566,-0.039068908358991905,0.2005791665070479,-0.04592904972652313]"
2017,215,0.2447619047619048,-0.3155555555555556,0.01,0.006666666666666667,0.027619047619047623,0.0,0.004761904761904762,0.0,0.03952380952380953,0.0,0.006190476190476191,0.03428571428571429,16.266666666666666,0.2571428571428571,0.1714285714285714,0.012380952380952381,0.02238095238095238,0.0,19.585714285714285,0.004285714285714286,0.517142857142857,0.36047619047619045,0.0,3.729047619047619,0.1266666666666667,0.004761904761904762,0.05904761904761906,0.0,1.7366666666666666,0.3828571428571429,0.9642857142857146,3.5499999999999994,0.7471428571428573,0.04285714285714286,0.9624999999999998,1.8495238095238093,0.36142857142857143,0.86,0.013809523809523811,0.06380952380952383,0.2138095238095238,0.0980952380952381,0.06142857142857143,0.0380952380952381,0.0,0.0,0.0,0.021428571428571425,0.54,0.020476190476190478,0.029523809523809525,0.08857142857142856,1.5295238095238095,0.06190476190476191,0.7638095238095237,0.027142857142857146,0.027142857142857146,0.011904761904761904,0.0,0.08380952380952382,"[0.012519486077114922,-0.038828361113507466,-0.04264731919210555,0.033591328457838764,0.010497191653569396,-0.05006889131566482,-0.30723096807209116,-0.07257342313332371,0.0024020489921210853,-0.06587880679893911,-0.02998567247368843,0.11728296024344836,0.009855141159081527,0.030526152457338477,0.060465362411552294,0.05452001169583729,-0.014086257671001091,-0.049334453746991046,0.01065885324852057,-0.03109874215105994,0.039827841277241816,0.026039075664292633,-0.04208964137031174,0.12335040237988656,-0.03478643991908086,-0.016587907062917944,0.00895141383405058,-0.034943210791912066,-0.052665316012292546,-0.03088705187716687,0.06768961490929425,0.02520272993190397,0.010484543329810197,0.013107535051550373,0.00845537611785526,-0.029038823293737595,0.07100738001350386,0.003046943582784972,0.024309295317543292,0.005876466859110377,-0.0032788336181982917,0.019264846926212376,-0.004731939547583282,-0.028665158583821748,-0.01730236971930573,-0.023699954103320486,-0.04476577594915256,-0.01901441349238198,0.0027212404349154463,0.0048423387773824204,-0.01052886890821033,0.0022421823217887286,0.04916724024872483,-0.012616498499335263,0.010586075846280182,0.021767994834660298,-0.03695754832461635,-0.010854323583909226,-0.02505390349326792,-0.0021733055613637467]"
2017,256,0.04541666666666666,0.025531914893617048,0.00375,0.0,0.0,0.0,0.004166666666666667,0.0,0.01,0.0,0.014166666666666668,0.0,16.458333333333336,0.2291666666666666,0.1375,0.0,0.006666666666666667,0.00375,18.541666666666668,0.015416666666666667,0.44500000000000006,0.4262500000000001,0.0,4.279166666666666,0.19875,0.004166666666666667,0.05375,0.006666666666666667,1.8708333333333336,0.5299999999999999,0.7637499999999999,3.382608695652174,0.7179166666666666,0.020833333333333332,0.8833333333333334,1.8074999999999999,0.3183333333333333,1.0083333333333333,0.005416666666666667,0.04708333333333334,0.1779166666666667,0.09291666666666666,0.07083333333333335,0.05333333333333334,0.0,0.0,0.0,0.017083333333333336,0.66,0.0,0.0,0.08541666666666665,1.1629166666666666,0.03625,1.02,0.0,0.028333333333333332,0.0062499999999999995,0.0,0.07416666666666667,"[-0.08405131720668961,0.31296226671965227,-0.06033508621411448,-0.04471044023854104,-0.029707516509463065,-0.05006889131566482,-0.30952821075742565,-0.07257342313332371,-0.04194400332060652,-0.06587880679893911,-0.018081512818518778,-0.12017308553901587,0.012366944573105866,0.0038453047670155517,0.01820831016279454,-0.07295463738228945,-0.03662310534972075,-0.033240367033080136,-4.3856443551641016E-4,-0.01936128914944929,0.01467467049354443,0.05738420658346029,-0.04208964137031174,0.20921990621260364,0.03515399082639571,-0.018510656349590263,0.0035616771705358264,-0.022374389440012847,-0.03652477145337838,0.02000072616605708,0.012023621336044895,0.016208375140278907,0.0035750115790450327,-0.027081155507486195,0.00547170148774316,-0.03197623682433867,0.03390679449541621,0.03037378690771382,-0.013847241495552321,-0.09881868746153062,-0.016908968794363554,0.012566522759886008,0.007470722857026588,-0.01040074201929867,-0.01730236971930573,-0.023699954103320486,-0.04476577594915256,-0.023848639507246572,0.042452073421258146,-0.026631949284667694,-0.045695870609063265,-5.528674245112907E-4,0.00507813896352386,-0.03223938177511252,0.06741469377457893,-0.0374839772902873,-0.03465449116160054,-0.0242562513520735,-0.02505390349326792,-0.008284021556842904]"
2017,242,0.05857142857142857,-0.31489361702127655,0.15761904761904763,0.004285714285714286,0.0,0.056666666666666664,0.0,0.004285714285714286,0.011428571428571429,0.0,0.0,0.006190476190476191,8.409523809523812,0.16190476190476197,0.0,0.0038095238095238095,0.021904761904761906,0.004285714285714286,10.58095238095238,0.0,0.18142857142857138,0.17476190476190476,0.13999999999999999,1.984285714285714,0.05714285714285714,0.0,0.0,0.0,1.4166666666666665,0.2766666666666667,0.5147619047619048,2.2608695652173916,0.2890476190476191,0.013333333333333334,-0.1416666666666667,0.7128571428571429,0.032380952380952385,0.3757142857142858,0.0,0.014761904761904763,0.005714285714285714,0.03619047619047618,0.011428571428571429,0.0,0.10761904761904763,0.0,0.0,0.014285714285714285,0.24333333333333335,0.0,0.010476190476190476,0.4642857142857143,0.47952380952380946,0.010476190476190476,0.3333333333333334,0.0,0.015714285714285715,0.0,0.0,0.004285714285714286,"[-0.07767862460420503,-0.03814565127296618,0.3751208923753436,0.005626411066274549,-0.029707516509463065,0.32183050769196647,-0.32560890955476723,0.016547109109532627,-0.03979822659579713,-0.06587880679893911,-0.039224721758297706,-0.07729907727273762,-0.09311319755247345,-0.060302265211845736,-0.15304395421375025,-0.03373166843517352,-0.01476919244914411,-0.030941211788235723,-0.08505479254629794,-0.0356179753923218,-0.07722156732016212,-0.06246482340159236,0.6406587443550649,-0.148993992377158,-0.1022434367074514,-0.03196990135629649,-0.051122954370518246,-0.034943210791912066,-0.0911620185627461,-0.06761188845852269,-0.05709209582539812,-0.04406548294385812,-0.09781638610784428,-0.04076703391407702,-0.03315903319686629,-0.10849045046138371,-0.21226891383178384,-0.0861710328584755,-0.03847309149549346,-0.3011299643160076,-0.08230197221832067,-0.06080707414251655,-0.06960685359740783,-0.07432619999512945,0.19758824301065786,-0.023699954103320486,-0.04476577594915256,-0.026961086393529263,-0.09550220778132068,-0.026631949284667694,-0.033217257102309,0.3351167860698206,-0.07710841272593745,-0.05195332251388643,-0.08490290297747823,-0.0374839772902873,-0.05906689708956819,-0.039068908358991905,-0.02505390349326792,-0.052567852289512836]"
2017,206,0.047619047619047616,-0.37111111111111117,0.0,0.0033333333333333335,0.0,0.006666666666666667,0.009523809523809525,0.004285714285714286,0.01142857142857143,0.0033333333333333335,0.0,0.0,5.414285714285715,0.09523809523809526,0.010952380952380953,0.007619047619047619,0.0,0.002857142857142857,7.4714285714285715,0.0,0.13999999999999999,0.07285714285714286,0.0,1.018095238095238,0.05571428571428572,0.0,0.005714285714285714,0.0,1.25,0.1771428571428571,0.23619047619047615,1.5,0.258095238095238,0.0,-0.4166666666666667,0.5866666666666667,0.05952380952380952,0.2928571428571428,0.0,0.06761904761904763,0.02095238095238095,0.009047619047619047,0.011904761904761904,0.009523809523809525,0.0,0.0,0.009523809523809525,0.021428571428571432,0.18619047619047618,0.018571428571428572,0.0,0.015714285714285715,0.3114285714285715,0.0,0.2842857142857143,0.005238095238095238,0.07714285714285715,0.0,0.0,0.017619047619047618,"[-0.08298439582075327,-0.09612722273035841,-0.07094774642731984,-0.0055595558903511364,-0.029707516509463065,-0.006316020844178777,-0.28885302658941503,0.016547109109532627,-0.039798226595797126,0.007496908161857438,-0.039224721758297706,-0.12017308553901587,-0.13236597637039355,-0.12388215758027478,-0.13940308120713368,0.00549130051194239,-0.04618419224372304,-0.03707229244115417,-0.11810662263832147,-0.0356179753923218,-0.09166596242367156,-0.11102850135056515,-0.04208964137031174,-0.2998091607619951,-0.10362953938118502,-0.03196990135629649,-0.04530930583459224,-0.034943210791912066,-0.11121238447444064,-0.10203112991817909,-0.13441974495653686,-0.08494891381488132,-0.10513401647525339,-0.06509748441468295,-0.043523376648834676,-0.11731101233797617,-0.1889016942237066,-0.10143546540594782,-0.03847309149549346,0.029721626562032116,-0.07651538083341469,-0.0959155318418823,-0.06898899727312378,-0.06291093964230252,-0.01730236971930573,-0.023699954103320486,0.010032152948111491,-0.019014413492381973,-0.1144216520605315,0.0019144980274242687,-0.045695870609063265,-0.062307645781441774,-0.09732397077584937,-0.059966379257591296,-0.0957827313169109,-0.026049386178455307,0.05977085252204795,-0.039068908358991905,-0.02505390349326792,-0.04411846720934413]"
2017,269,0.18714285714285714,0.020833333333333304,0.016666666666666666,0.006666666666666667,0.05714285714285715,0.0,0.009523809523809525,0.004761904761904762,0.03238095238095238,0.005238095238095238,0.023333333333333334,0.0,26.514285714285716,0.42857142857142855,0.30666666666666664,0.0038095238095238095,0.03428571428571429,0.0,28.709523809523812,0.020476190476190474,1.0919047619047617,0.5376190476190476,0.0,6.147142857142856,0.27142857142857146,0.0,0.17190476190476192,0.023809523809523808,2.629047619047619,1.1890476190476194,0.9519047619047618,5.800000000000001,2.101428571428571,0.03285714285714286,2.8166666666666664,2.0,0.719047619047619,1.846190476190476,0.0,0.08571428571428573,0.4814285714285715,0.21476190476190476,0.14809523809523809,0.12142857142857141,0.0,0.0,0.0,0.03238095238095238,1.0166666666666668,0.012380952380952381,0.013809523809523808,0.18190476190476193,1.5823809523809522,0.07809523809523809,1.4185714285714288,0.012857142857142859,0.0923809523809524,0.013809523809523808,0.0,0.1719047619047619,"[-0.01539348423603014,0.3081162459765249,-0.023780367701962686,0.033591328457838764,0.053474638310604096,-0.05006889131566482,-0.28885302658941503,0.02644939046985,-0.008326834631925928,0.04942588813945545,-0.004400612916308887,-0.12017308553901587,0.14415081686045514,0.1940173042618702,0.22890048997151322,-0.03373166843517352,0.0029871117825744174,-0.049334453746991046,0.10763788304379944,-0.014026083239626274,0.24022306989719436,0.11045817938867523,-0.04208964137031174,0.5007971372533231,0.10567196435259467,-0.03196990135629649,0.12377097241858936,0.009945436893442287,0.054690071754894876,0.2479252724826333,0.06425283050346574,0.14610087550764403,0.3306590166361398,-0.005140302823904059,0.07833617666521787,-0.018520719320140527,0.3788807471304519,0.18472878154723968,-0.03847309149549346,0.14298613515091052,0.09834817757921312,0.17016962124804766,0.10771791147211257,0.07121836950341381,-0.01730236971930573,-0.023699954103320486,-0.04476577594915256,-0.006829515043956138,0.16054093813066567,-0.007600984409939718,-0.029246789168341735,0.08493346538213635,0.05552397379983026,-2.3268353179138124E-4,0.1558265027076385,-0.009417253652154225,0.0892499842086504,-0.006339990019896,-0.02505390349326792,0.053652988718322345]"
